Patient,Town
patient_3651,town_4
patient_3792,town_4
patient_5950,town_4
patient_5313,town_4
patient_8525,town_4
patient_20148,town_4
patient_13362,town_4
patient_22277,town_4
patient_5516,town_4
patient_1378,town_4
patient_86,town_4
patient_1936,town_4
patient_2585,town_4
patient_19747,town_4
patient_15404,town_4
patient_7361,town_4
patient_19522,town_4
patient_15656,town_4
patient_1287,town_4
patient_6668,town_4
patient_14219,town_4
patient_8476,town_4
patient_19246,town_4
patient_1068,town_4
patient_20817,town_4
patient_5833,town_4
patient_1028,town_4
patient_11684,town_4
patient_12480,town_4
patient_17495,town_4
patient_14748,town_4
patient_18432,town_4
patient_20433,town_4
patient_22089,town_4
patient_20548,town_4
patient_15025,town_4
patient_6113,town_4
patient_9353,town_4
patient_15072,town_4
patient_12710,town_4
patient_18741,town_4
patient_3251,town_4
patient_20804,town_4
patient_14704,town_4
patient_20383,town_4
patient_17136,town_4
patient_9904,town_4
patient_14995,town_4
patient_9445,town_4
patient_6726,town_4
patient_10367,town_4
patient_20571,town_4
patient_3575,town_4
patient_18058,town_4
patient_5451,town_4
patient_20241,town_4
patient_15433,town_4
patient_21277,town_4
patient_17546,town_4
patient_14962,town_4
patient_22192,town_4
patient_11601,town_4
patient_17606,town_4
patient_16811,town_4
patient_7849,town_4
patient_2835,town_4
patient_6874,town_4
patient_11803,town_4
patient_19609,town_4
patient_12435,town_4
patient_17626,town_4
patient_1647,town_4
patient_4390,town_4
patient_2034,town_4
patient_6151,town_4
patient_15229,town_4
patient_5681,town_4
patient_4793,town_4
patient_10001,town_4
patient_10908,town_4
patient_16060,town_4
patient_15833,town_4
patient_21273,town_4
patient_8956,town_4
patient_255,town_4
patient_13886,town_4
patient_18527,town_4
patient_15209,town_4
patient_15177,town_4
patient_9066,town_4
patient_779,town_4
patient_17337,town_4
patient_18259,town_4
patient_18207,town_4
patient_4589,town_4
patient_19606,town_4
patient_11263,town_4
patient_5122,town_4
patient_1104,town_4
patient_11246,town_4
patient_8049,town_4
patient_12321,town_4
patient_16756,town_4
patient_19170,town_4
patient_1615,town_4
patient_3055,town_4
patient_2566,town_4
patient_21050,town_4
patient_1022,town_4
patient_10331,town_4
patient_21967,town_4
patient_13797,town_4
patient_12135,town_4
patient_3868,town_4
patient_13351,town_4
patient_22235,town_4
patient_5198,town_4
patient_8504,town_4
patient_14891,town_4
patient_15854,town_4
patient_18606,town_4
patient_11723,town_4
patient_14153,town_4
patient_22060,town_4
patient_14786,town_4
patient_8927,town_4
patient_2383,town_4
patient_4536,town_4
patient_598,town_4
patient_19203,town_4
patient_9885,town_4
patient_13188,town_4
patient_6501,town_4
patient_17957,town_4
patient_17870,town_4
patient_3967,town_4
patient_21116,town_4
patient_9034,town_4
patient_12008,town_4
patient_18285,town_4
patient_10798,town_4
patient_18889,town_4
patient_19136,town_4
patient_18928,town_4
patient_10434,town_4
patient_14870,town_4
patient_10754,town_4
patient_20018,town_4
patient_66,town_4
patient_1099,town_4
patient_3161,town_4
patient_22262,town_4
patient_15204,town_4
patient_2240,town_4
patient_11801,town_4
patient_9725,town_4
patient_103,town_4
patient_22214,town_4
patient_1193,town_4
patient_1073,town_4
patient_8979,town_4
patient_2892,town_4
patient_5467,town_4
patient_18364,town_4
patient_13604,town_4
patient_2509,town_4
patient_12407,town_4
patient_15834,town_4
patient_14812,town_4
patient_5087,town_4
patient_13934,town_4
patient_15216,town_4
patient_14769,town_4
patient_17780,town_4
patient_9858,town_4
patient_12595,town_4
patient_8310,town_4
patient_22032,town_4
patient_9695,town_4
patient_17802,town_4
patient_18887,town_4
patient_6950,town_4
patient_6767,town_4
patient_20654,town_4
patient_8334,town_4
patient_22296,town_4
patient_6061,town_4
patient_19105,town_4
patient_7071,town_4
patient_9963,town_4
patient_105,town_4
patient_15250,town_4
patient_15826,town_4
patient_4337,town_4
patient_11774,town_4
patient_18495,town_4
patient_10763,town_4
patient_2337,town_4
patient_4050,town_4
patient_11947,town_4
patient_8551,town_4
patient_22413,town_4
patient_15318,town_4
patient_19267,town_4
patient_5126,town_4
patient_11420,town_4
patient_18404,town_4
patient_17888,town_4
patient_4661,town_4
patient_18579,town_4
patient_4458,town_4
patient_5698,town_4
patient_2884,town_4
patient_10476,town_4
patient_15373,town_4
patient_5742,town_4
patient_2090,town_4
patient_13922,town_4
patient_22692,town_4
patient_20790,town_4
patient_4694,town_4
patient_4415,town_4
patient_13321,town_4
patient_15361,town_4
patient_20637,town_4
patient_22183,town_4
patient_19228,town_4
patient_2964,town_4
patient_18634,town_4
patient_12323,town_4
patient_18475,town_4
patient_4352,town_4
patient_21645,town_4
patient_12661,town_4
patient_12896,town_4
patient_10741,town_4
patient_12769,town_4
patient_6906,town_4
patient_2769,town_4
patient_9659,town_4
patient_15157,town_4
patient_2522,town_4
patient_14456,town_4
patient_15543,town_4
patient_8251,town_4
patient_8428,town_4
patient_1463,town_4
patient_6557,town_4
patient_6897,town_4
patient_14651,town_4
patient_17296,town_4
patient_21506,town_4
patient_4630,town_4
patient_5502,town_4
patient_8155,town_4
patient_15471,town_4
patient_10006,town_4
patient_13831,town_4
patient_19836,town_4
patient_9743,town_4
patient_3288,town_4
patient_7807,town_4
patient_16658,town_4
patient_14245,town_4
patient_9748,town_4
patient_10882,town_4
patient_15918,town_4
patient_19840,town_4
patient_17731,town_4
patient_3504,town_4
patient_11489,town_4
patient_2440,town_4
patient_22657,town_4
patient_4994,town_4
patient_22674,town_4
patient_7258,town_4
patient_1291,town_4
patient_20052,town_4
patient_22248,town_4
patient_8306,town_4
patient_10169,town_4
patient_4597,town_4
patient_1268,town_4
patient_17393,town_4
patient_10841,town_4
patient_20930,town_4
patient_8279,town_4
patient_5193,town_4
patient_14373,town_4
patient_12115,town_4
patient_18769,town_4
patient_22462,town_4
patient_18585,town_4
patient_2472,town_4
patient_20503,town_4
patient_10790,town_4
patient_22637,town_4
patient_17561,town_4
patient_20964,town_4
patient_404,town_4
patient_7736,town_4
patient_748,town_4
patient_8375,town_4
patient_13499,town_4
patient_2271,town_4
patient_2211,town_4
patient_18173,town_4
patient_20745,town_4
patient_16750,town_4
patient_9838,town_4
patient_16345,town_4
patient_13301,town_4
patient_8196,town_4
patient_688,town_4
patient_5459,town_4
patient_20733,town_4
patient_21240,town_4
patient_12055,town_4
patient_22326,town_4
patient_8903,town_4
patient_5825,town_4
patient_21245,town_4
patient_13044,town_4
patient_8488,town_4
patient_11835,town_4
patient_19697,town_4
patient_18709,town_4
patient_4993,town_4
patient_15973,town_4
patient_11459,town_4
patient_15946,town_4
patient_18780,town_4
patient_1283,town_4
patient_11105,town_4
patient_20034,town_4
patient_21604,town_4
patient_1882,town_4
patient_35,town_4
patient_1995,town_4
patient_17940,town_4
patient_17554,town_4
patient_1956,town_4
patient_10287,town_4
patient_7899,town_4
patient_7409,town_4
patient_20487,town_4
patient_15627,town_4
patient_737,town_4
patient_15585,town_4
patient_22589,town_4
patient_10859,town_4
patient_19704,town_4
patient_12794,town_4
patient_18137,town_4
patient_12508,town_4
patient_18140,town_4
patient_21379,town_4
patient_12730,town_4
patient_19257,town_4
patient_14188,town_4
patient_19677,town_4
patient_8193,town_4
patient_596,town_4
patient_8616,town_4
patient_18812,town_4
patient_18773,town_4
patient_8004,town_4
patient_21690,town_4
patient_16526,town_4
patient_3947,town_4
patient_9192,town_4
patient_13586,town_4
patient_1033,town_4
patient_2145,town_4
patient_12468,town_4
patient_19999,town_4
patient_21533,town_4
patient_18643,town_4
patient_11938,town_4
patient_1968,town_4
patient_9826,town_4
patient_11348,town_4
patient_17685,town_4
patient_20160,town_4
patient_1646,town_4
patient_7489,town_4
patient_6575,town_4
patient_10470,town_4
patient_19855,town_4
patient_835,town_4
patient_14453,town_4
patient_13156,town_4
patient_18945,town_4
patient_11492,town_4
patient_7653,town_4
patient_1409,town_4
patient_19080,town_4
patient_1672,town_4
patient_10565,town_4
patient_20249,town_4
patient_17304,town_4
patient_1132,town_4
patient_15986,town_4
patient_7185,town_4
patient_753,town_4
patient_3031,town_4
patient_17663,town_4
patient_13089,town_4
patient_8377,town_4
patient_10198,town_4
patient_7513,town_4
patient_9769,town_4
patient_16959,town_4
patient_5740,town_4
patient_21138,town_4
patient_4605,town_4
patient_7055,town_4
patient_5214,town_4
patient_17993,town_4
patient_4858,town_4
patient_12834,town_4
patient_5066,town_4
patient_12373,town_4
patient_13593,town_4
patient_12620,town_4
patient_14303,town_4
patient_5464,town_4
patient_9022,town_4
patient_18087,town_4
patient_5256,town_4
patient_16120,town_4
patient_7734,town_4
patient_20127,town_4
patient_8754,town_4
patient_6254,town_4
patient_22325,town_4
patient_19430,town_4
patient_8207,town_4
patient_4124,town_4
patient_6101,town_4
patient_9181,town_4
patient_7792,town_4
patient_3214,town_4
patient_6264,town_4
patient_20479,town_4
patient_7539,town_4
patient_20105,town_4
patient_18361,town_4
patient_17127,town_4
patient_7359,town_4
patient_19157,town_4
patient_9359,town_4
patient_13977,town_4
patient_4485,town_4
patient_21920,town_4
patient_17405,town_4
patient_7438,town_4
patient_4378,town_4
patient_14985,town_4
patient_17976,town_4
patient_17052,town_4
patient_11164,town_4
patient_15831,town_4
patient_677,town_4
patient_6732,town_4
patient_8761,town_4
patient_12203,town_4
patient_552,town_4
patient_7047,town_4
patient_16408,town_4
patient_16817,town_4
patient_18752,town_4
patient_9481,town_4
patient_2959,town_4
patient_7710,town_4
patient_12041,town_4
patient_381,town_4
patient_16098,town_4
patient_5133,town_4
patient_3533,town_4
patient_6508,town_4
patient_262,town_4
patient_18955,town_4
patient_22082,town_4
patient_13936,town_4
patient_21411,town_4
patient_7381,town_4
patient_4889,town_4
patient_22057,town_5
patient_5671,town_5
patient_19438,town_5
patient_9247,town_5
patient_4127,town_5
patient_5364,town_5
patient_13635,town_5
patient_12966,town_5
patient_20297,town_5
patient_3549,town_5
patient_8621,town_5
patient_19604,town_5
patient_14,town_5
patient_5170,town_5
patient_8580,town_5
patient_22569,town_5
patient_4970,town_5
patient_22596,town_5
patient_22023,town_5
patient_14379,town_5
patient_17220,town_5
patient_20501,town_5
patient_16425,town_5
patient_5225,town_5
patient_3680,town_5
patient_11204,town_5
patient_9131,town_5
patient_13596,town_5
patient_12305,town_5
patient_2227,town_5
patient_2999,town_5
patient_11247,town_5
patient_7446,town_5
patient_8651,town_5
patient_21938,town_5
patient_9124,town_5
patient_6715,town_5
patient_10647,town_5
patient_9831,town_5
patient_1559,town_5
patient_15610,town_5
patient_17656,town_5
patient_1966,town_5
patient_4717,town_5
patient_17207,town_5
patient_11386,town_5
patient_2712,town_5
patient_455,town_5
patient_16317,town_5
patient_11712,town_5
patient_16656,town_5
patient_13189,town_5
patient_10796,town_5
patient_15693,town_5
patient_15056,town_5
patient_15327,town_5
patient_3379,town_5
patient_20242,town_5
patient_20904,town_5
patient_9679,town_5
patient_21509,town_5
patient_5192,town_5
patient_12545,town_5
patient_9698,town_5
patient_3349,town_5
patient_8858,town_5
patient_8675,town_5
patient_9918,town_5
patient_16253,town_5
patient_21757,town_5
patient_16450,town_5
patient_1470,town_5
patient_1752,town_5
patient_15339,town_5
patient_3903,town_5
patient_2876,town_5
patient_4781,town_5
patient_9564,town_5
patient_12732,town_5
patient_19307,town_5
patient_18925,town_5
patient_11435,town_5
patient_3926,town_5
patient_17898,town_5
patient_3754,town_5
patient_10457,town_5
patient_7471,town_5
patient_821,town_5
patient_11849,town_5
patient_11039,town_5
patient_8589,town_5
patient_5414,town_5
patient_20507,town_5
patient_12252,town_5
patient_20737,town_5
patient_18839,town_5
patient_1062,town_5
patient_7387,town_5
patient_10408,town_5
patient_8827,town_5
patient_12152,town_5
patient_12078,town_5
patient_1617,town_5
patient_11195,town_5
patient_14198,town_5
patient_19245,town_5
patient_13462,town_5
patient_21163,town_5
patient_3324,town_5
patient_9103,town_5
patient_3570,town_5
patient_7781,town_5
patient_11685,town_5
patient_1079,town_5
patient_37,town_5
patient_14888,town_5
patient_11450,town_5
patient_18908,town_5
patient_17413,town_5
patient_1237,town_5
patient_16286,town_5
patient_5577,town_5
patient_5710,town_5
patient_4021,town_5
patient_2929,town_5
patient_5684,town_5
patient_11687,town_5
patient_520,town_5
patient_249,town_5
patient_6875,town_5
patient_7880,town_5
patient_7591,town_5
patient_13752,town_5
patient_21127,town_5
patient_9714,town_5
patient_4624,town_5
patient_17194,town_5
patient_16815,town_5
patient_7494,town_5
patient_16616,town_5
patient_5160,town_5
patient_9113,town_5
patient_6184,town_5
patient_21077,town_5
patient_19153,town_5
patient_20638,town_5
patient_2897,town_5
patient_11028,town_5
patient_5563,town_5
patient_17699,town_5
patient_15430,town_5
patient_817,town_5
patient_20134,town_5
patient_1282,town_5
patient_414,town_5
patient_12093,town_5
patient_5153,town_5
patient_15621,town_5
patient_15174,town_5
patient_7747,town_5
patient_16876,town_5
patient_16085,town_5
patient_22194,town_5
patient_11523,town_5
patient_3991,town_5
patient_1545,town_5
patient_19489,town_5
patient_5962,town_5
patient_1868,town_5
patient_18208,town_5
patient_20883,town_5
patient_9786,town_5
patient_19532,town_5
patient_10880,town_5
patient_21726,town_5
patient_17959,town_5
patient_14155,town_5
patient_5112,town_5
patient_7061,town_5
patient_20918,town_5
patient_12058,town_5
patient_16686,town_5
patient_7715,town_5
patient_2445,town_5
patient_15990,town_5
patient_20211,town_5
patient_17438,town_5
patient_8440,town_5
patient_2460,town_5
patient_18335,town_5
patient_6563,town_5
patient_2574,town_5
patient_2998,town_5
patient_20408,town_5
patient_672,town_5
patient_4789,town_5
patient_18617,town_5
patient_8030,town_5
patient_8171,town_5
patient_2450,town_5
patient_20192,town_5
patient_2818,town_5
patient_20081,town_5
patient_6511,town_5
patient_1036,town_5
patient_12630,town_5
patient_1082,town_5
patient_14393,town_5
patient_9199,town_5
patient_11867,town_5
patient_16572,town_5
patient_7637,town_5
patient_8849,town_5
patient_14241,town_5
patient_9329,town_5
patient_18745,town_5
patient_3320,town_5
patient_20788,town_5
patient_3183,town_5
patient_98,town_5
patient_8520,town_5
patient_4097,town_5
patient_6028,town_5
patient_7923,town_5
patient_12139,town_5
patient_1840,town_5
patient_3690,town_5
patient_13693,town_5
patient_15843,town_5
patient_1691,town_5
patient_16042,town_5
patient_5473,town_5
patient_21573,town_5
patient_7848,town_5
patient_22218,town_5
patient_22463,town_5
patient_880,town_5
patient_4435,town_5
patient_7091,town_5
patient_1491,town_5
patient_15681,town_5
patient_13104,town_5
patient_19908,town_5
patient_19423,town_5
patient_9090,town_5
patient_539,town_5
patient_11526,town_5
patient_5317,town_5
patient_7441,town_5
patient_20773,town_5
patient_8180,town_5
patient_14374,town_5
patient_1640,town_5
patient_4470,town_5
patient_19638,town_5
patient_15560,town_5
patient_14562,town_5
patient_5795,town_5
patient_15015,town_5
patient_20824,town_5
patient_16986,town_5
patient_19289,town_5
patient_19768,town_5
patient_13276,town_5
patient_20349,town_5
patient_21614,town_5
patient_11318,town_5
patient_4650,town_5
patient_11735,town_5
patient_7694,town_5
patient_15919,town_5
patient_21582,town_5
patient_2944,town_5
patient_13325,town_5
patient_13942,town_5
patient_2022,town_5
patient_5180,town_5
patient_5388,town_5
patient_10340,town_5
patient_19524,town_5
patient_2087,town_5
patient_10276,town_5
patient_3722,town_5
patient_21353,town_5
patient_3894,town_5
patient_10406,town_5
patient_21648,town_5
patient_14165,town_5
patient_7490,town_5
patient_12071,town_5
patient_13674,town_5
patient_21306,town_5
patient_8052,town_5
patient_11846,town_5
patient_3061,town_5
patient_4449,town_5
patient_22429,town_5
patient_7416,town_5
patient_15432,town_5
patient_18618,town_5
patient_3196,town_5
